ontology ID	label	alternative label (LinkML:slot_name)	Notes	CURRENT CURATOR (TEMP)	REVIEW STATUS	Reported	LinkML:class_name	CATEGORY (TEMP)	term tracker item	entity type	created	parent class ID	parent class label	equivalence axiom	definition	definition source	user interface definition	comment	example of usage	contributor	curation status	editor note	see also	skos:exactMatch	skos:broadMatch	skos:narrowMatch	skos:relatedMatch
GENEPIO:0100452	host (food production name)	PCDS:host_food_production_name	Charlie's Processing Notes extracted from retired sheet: "breed name" is about some "breed" and is about some ("organism" and has role some "host role") is about EFO:0005238 breed	Charlie		UPDATE	GRDI | HPAI | HPAIHost	ICE > datum label		class	2021-04-24T00:42:14Z	GENEPIO:0100628	host field		A host field which describes the name of the host at a certain stage of food production, which may depend on its age or stage of sexual maturity.		PCDS: The name of the host at a certain stage of food production, which may depend on its age or stage of sexual maturity.	PCDS: Select the host's food production name from the pick list.	PCDS: Calf [FOODON:03411349]	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			host (breed) slot	host (breed)		
GENEPIO:0001387	host (scientific name)	PCDS:host_scientific_name	Charlie's Processing Notes extracted from retired sheet: "organism scientific name" is about some ("organism" and has role some "host role")	Charlie, Rhiannon		UPDATE	AMBR | B2B2B | CanCOGeNCovid19 | GRDI | HPAI | HPAIHost | Influenza | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE	ICE > datum label		class	2021-04-24T00:42:14Z	GENEPIO:0100628	host field		A host field which describes the taxonomic or scientific name of the host.		PCDS: The taxonomic, or scientific name of the host.	PCDS: Provide the scientific (taxonomic) name of the host organism. If known, the common (vernacular) name should be recorded separately in host_common_name.	PCDS: Homo sapiens	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			host (scientific name) slot	host (scientific name)		
GENEPIO:0101109	influenza subtyping scheme name	PCDS:influenza_subtyping_scheme_name	Charlie's Processing	Charlie			HPAI | HPAIFood | HPAIWW | HPAIEnviro | HPAIHost	ICE > datum label		class	2026-04-13T17:18:02.461Z	IAO:0000009	datum label								metadata incomplete						
GENEPIO:0100463	isolated by contact name	PCDS:isolated_by_contact_name	Charlie's Processing	Charlie		UPDATE	GRDI | WastewaterPathogenAgnostic	ICE > datum label		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the name or title of the contact responsible for follow-up regarding the isolate.		PCDS: The name or title of the contact responsible for follow-up regarding the isolate.	PCDS: Provide the name of an individual or their job title. As personnel turnover may render the contact's name obsolete, it is prefereable to provide a job title for ensuring accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	PCDS: Enterics Lab Manager	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			isolated by contact name slot	isolated by contact name|isolated_by_contact_name		
GENEPIO:0101081	lineage/clade analysis report filename	PCDS:lineage_clade_analysis_report_filename	Notes extracted from retired sheet: wastewater spec	Rhiannon, Charlie	Curation in Progress	FALSE	Measles | WastewaterSARS-CoV-2	ICE > datum label		class	2024-03-02T00:18:58.865Z	GENEPIO:0102269	filename		A data field which describes the filename of the report containing the results of a lineage or clade analysis.		PCDS: The filename of the report containing the results of a lineage/clade analysis.	PCDS: Provide the filename of the report containing the results of the lineage/clade analysis.	PCDS: MeaSeq_Report.html	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion			lineage/clade analysis report filename slot	lineage/clade analysis report filename		
GENEPIO:0001500	lineage/clade name	PCDS:lineage_clade_name	Notes extracted from retired sheet: is about APOLLO_SV:00000232 clade name	Rhiannon, Charlie	Curation in Progress	UPDATE	CanCOGeNCovid19 | MpoxInternational | PHA4GE | WastewaterSARS-CoV-2	ICE > datum label		class	2021-04-24T00:42:14Z	GENEPIO:0102269	filename		A data field which describes the name of the lineage or clade.		PCDS: The name of the lineage or clade.	PCDS: Provide the lineage/clade name.	PCDS: F.4	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	requires discussion			lineage/clade name slot|lineage or clade name slot|lineage or clade name field	lineage/clade name		
GENEPIO:0001476	r1 fastq filename	PCDS:r1_fastq_filename		Rhiannon	Curation in Progress	UPDATE	CanCOGeNCovid19 | GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PHA4GE	ICE > datum label		class	2021-04-24T00:42:14Z	GENEPIO:0102269	filename		A data field which describes the user-specified filename of the read 1 (r1) FASTQ file.		PCDS: The user-specified filename of the r1 FASTQ file.	PCDS: Provide the r1 FASTQ filename.	PCDS: ABC123_S1_L001_R1_001.fastq.gz	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	requires discussion			r1 fastq filename slot	r1 fastq filename|r1_fastq_filename		
GENEPIO:0001477	r2 fastq filename	PCDS:r2_fastq_filename		Rhiannon	Curation in Progress	UPDATE	CanCOGeNCovid19 | GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PHA4GE	ICE > datum label		class	2021-04-24T00:42:14Z	GENEPIO:0102269	filename		A data field which describes the user-specified filename of the read 2 (r2) FASTQ file.		PCDS: The user-specified filename of the r2 FASTQ file.	PCDS: Provide the r2 FASTQ filename.	PCDS: ABC123_S1_L001_R2_001.fastq.gz	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	requires discussion			r2 fastq filename slot	r2 fastq filename|r2_fastq_filename		
GENEPIO:0100762	sample collection data steward name	PCDS:sample_collection_data_steward_name	Charlie: Semantic duplicate of GENEPIO:0102079. This record has better definition - but I'm not sure I agree with the 'sample collection' prefix. Rhiannon: I've made an issue and linked it in the term tracker item. Notes extracted from retired sheet: wastewater spec is about some "data steward / data steard role" that performed (not a relation) "sample collection process/specimen collection process". Note: subject is data steward	Rhiannon, Charlie		FALSE	HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > datum label	https://github.com/cidgoh/pathogen-genomics-package/issues/39	class	2024-03-21T01:14:47.111Z	GENEPIO:0100586	data field		A data field which describes the name of the individual responsible for the data governance, (meta)data usage and distribution of the sample.		PCDS: The name of the individual responsible for the data governance, (meta)data usage and distribution of the sample.	PCDS: Provide the name of the sample collection data steward.	PCDS: Joe Bloggs	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249|https://orcid.org/0000-0002-9578-0788	requires discussion			sample collection data steward name slot	sample collection data steward name		
GENEPIO:0100429	sample collection project name	PCDS:sample_collection_project_name		Rhiannon		UPDATE	AMBR | GRDI	ICE > datum label		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the project/initiative/program for which the sample was collected.		PCDS: The name of the project/initiative/program for which the sample was collected.	PCDS: Provide the name of the project and/or the project ID here. If the information is unknown or cannot be provided, leave blank or provide a null value.	PCDS: Watershed Project (HA-120)	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	requires discussion			sample collection project name slot	sample_collection_project_name|sample collection project name		
GENEPIO:0100432	sample collector contact name	PCDS:sample_collector_contact_name		Rhiannon, Charlie		UPDATE	GRDI | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > datum label		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the name or job title of the contact responsible for follow-up regarding the sample.		PCDS: The name or job title of the contact responsible for follow-up regarding the sample.	PCDS: Provide the name of an individual or their job title. As personnel turnover may render the contact's name obsolete, it is more preferable to provide a job title for ensuring accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	PCDS: Enterics Lab Manager	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	requires discussion			sample collector contact name slot	sample_collector_contact_name|sample collector contact name		
GENEPIO:0100285	sample plan name	PCDS:sample_plan_name	Notes extracted from retired sheet: There are two IDs for this field, we need to depricate one and harmonize them together. Looks like something went wrong when making the GRDI spec and a new one was minted.	Rhiannon		UPDATE	PHA4GE | GRDI	ICE > datum label		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the name of the sample plan implemented for sample collection.		PCDS: The name of the study design for a surveillance project.	PCDS: Provide the name and version of the sample plan outlining the sample strategy.	PCDS: CanCOGeN Sampling Strategy 1.0	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	requires discussion			GENEPIO:0100430	sample plan name		
GENEPIO:0100474	sequence submitted by contact name	PCDS:sequence_submitted_by_contact_name	Charlie's Processing	Charlie		UPDATE	GRDI	ICE > datum label		class	2022-12-22T00:55:53.808Z	GENEPIO:0100586	data field		A data field which describes the name or title of the contact responsible for follow-up regarding the submission of the sequence to a repository or database.		PCDS: The name or title of the contact responsible for follow-up regarding the submission of the sequence to a repository or database.	PCDS: Provide the name of an individual or their job title. As personnel turnover may render the contact's name obsolete, it is prefereable to provide a job title for ensuring accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	PCDS: Enterics Lab Manager	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete	Not to be confused with 'sequenced by contact name' http://purl.obolibrary.org/obo/GENEPIO_0100471		sequence submitted by contact name slot	sequence_submitted_by_contact_name|sequence submitted by contact name		
GENEPIO:0100471	sequenced by contact name	PCDS:sequenced_by_contact_name	Charlie's Processing	Charlie		UPDATE	AMBR | GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | MpoxInternational | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > datum label		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the name or title of the contact responsible for follow-up regarding the sequence.		PCDS: The name or title of the contact responsible for follow-up regarding the sequence.	PCDS: Provide the name of an individual or their job title. As personnel turnover may render the contact's name obsolete, it is more prefereable to provide a job title for ensuring accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	PCDS: Joe Harrison	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete	Not to be confused with 'sequence submitted by contact name' http://purl.obolibrary.org/obo/GENEPIO_0100474		sequenced by contact name slot	sequenced by contact name|sequenced_by_contact_name		
GENEPIO:0100472	sequencing project name	PCDS:sequencing_project_name		Rhiannon		UPDATE	GRDI | HPAI | HPAIFood | HPAIWW | HPAIEnviro | HPAIHost | Measles | MpoxInternational	ICE > datum label		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the name of the project/initiative/program for which sequencing was performed.		PCDS: The name of the project/initiative/program for which sequencing was performed.	PCDS: Provide the name of the project and/or the project ID here. If the information is unknown or cannot be provided, leave blank or provide a null value.	PCDS: MPOX-1356	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	requires discussion			sequencing project name slot	sequencing project name|sequencing_project_name		
